column,dtype,missing_count,missing_rate,unique_count,sample_values,everyDB2_doc_meaning,inferred_nan_type,suggested_handling,reason,confidence
bms_wr,float64,0,0.0,3546,"0.07257546563904946, 0.08984375, 0.04426106526631658",母父勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
sire_distance_wr,float64,0,0.0,11585,"0.07220216606498195, 0.1348314606741573, 0.07180851063829788",種牡馬距離別勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
sire_wr,float64,0,0.0,9744,"0.06605504587155964, 0.12625250501002003, 0.07006369426751592",種牡馬勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
sire_surface_wr,float64,0,0.0,11489,"0.07251264755480608, 0.12034383954154727, 0.05868544600938967",種牡馬芝ダ別勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
bms_surface_starts_log,float64,0,0.0,3374,"8.204124932574041, 5.247024072160486, 7.0431599159883405",母父芝ダ出走数log,N,keep_nan_candidate,欠損なし - 完全データ,high
bms_surface_wr,float64,0,0.0,4192,"0.07692307692307693, 0.11, 0.04242424242424243",母父芝ダ別勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
sire_prize_avg,float64,0,0.0,13820,"9.216197052780226, 10.26212078269818, 9.422955724211548",種牡馬平均賞金log,N,keep_nan_candidate,欠損なし - 完全データ,high
bms_starts_log,float64,0,0.0,3111,"8.446985296372741, 5.5053315359323625, 7.884576510596324",母父出走数log,N,keep_nan_candidate,欠損なし - 完全データ,high
bms_distance_starts_log,float64,0,0.0,3143,"7.632885505395133, 4.418840607796598, 7.118826249062078",母父距離別出走数log,N,keep_nan_candidate,欠損なし - 完全データ,high
bms_has_history,float64,0,0.0,2,"1.0, 1.0, 1.0",母父履歴ありフラグ,N,keep_nan_candidate,欠損なし - 完全データ,high
bms_distance_wr,float64,0,0.0,4169,"0.07180722891566266, 0.08602150537634409, 0.036947791164658635",母父距離別勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
pace_aptitude,float64,31543,69.42,10662,"-0.19738198309626886, 0.15342738070010808, 0.21836774336774345",ペース適性スコア,F,keep_nan_candidate,69%欠損. ペース経験不足,high
front_pace_wr,float64,9555,21.03,199,"0.07692307692307693, 0.09090909090909091, 0.16666666666666666",逃げ/先行ペース勝率,F,keep_nan_candidate,ペース出走経験なし,high
closing_pace_wr,float64,9555,21.03,94,"0.1111111111111111, 0.07692307692307693, 0.07692307692307693",差し/追込ペース勝率,F,keep_nan_candidate,ペース出走経験なし,high
pace_corner_stability,float64,9555,21.03,32367,"0.19636915439854277, 0.27368665989965335, 0.2580051794732943",コーナー順位安定性,A,keep_nan_candidate,過去コーナーデータなし,high
pace_closing_power,float64,9555,21.03,10812,"-353.8125, -352.3333333333333, -362.9375",末脚パワー,A,keep_nan_candidate,過去ハロンタイムなし,high
pace_position_consistency,float64,9555,21.03,32276,"0.30174442329837287, 0.25594798061744145, 0.2815059673932193",位置取り一貫性,A,keep_nan_candidate,過去コーナーデータなし,high
course_wr,float64,4963,10.92,70,"0.08333333333333333, 0.09090909090909091, 0.09090909090909091",コース別勝率,F,keep_nan_candidate,該当コース経験なし,high
course_distance_wr,float64,4963,10.92,64,"0.08333333333333333, 0.09090909090909091, 0.09090909090909091",コース距離別勝率,F,keep_nan_candidate,該当コース距離経験なし,high
dam_wr,float64,45437,100.0,1,(all NaN),母父勝率 (未実装/データ不十分),B,leakage_or_drop_candidate,未実装特徴量. 削除推奨,high
dam_surface_wr,float64,45437,100.0,1,(all NaN),母父芝ダ別勝率 (未実装),B,leakage_or_drop_candidate,未実装特徴量. 削除推奨,high
dam_prize_log,float64,45437,100.0,1,(all NaN),母父賞金log (未実装),B,leakage_or_drop_candidate,未実装特徴量. 削除推奨,high
breeder_strength,float64,45437,100.0,1,(all NaN),生産者強度 (未実装),B,leakage_or_drop_candidate,未実装特徴量. 削除推奨,high
course_record_time,float64,45437,100.0,1,(all NaN),コースレコードタイム (未実装),B,leakage_or_drop_candidate,未実装特徴量. 削除推奨,high
dm_time_rank,float64,45437,100.0,1,(all NaN),マイニング順位 (未実装),B,leakage_or_drop_candidate,未実装特徴量. 削除推奨,high
dm_time_zscore,float64,45437,100.0,1,(all NaN),マイニングzscore (未実装),B,leakage_or_drop_candidate,未実装特徴量. 削除推奨,high
dm_confidence_range,float64,45437,100.0,1,(all NaN),マイニング信頼区間 (未実装),B,leakage_or_drop_candidate,未実装特徴量. 削除推奨,high
dm_time_margin_to_fav,float64,45437,100.0,1,(all NaN),マイニング人気差 (未実装),B,leakage_or_drop_candidate,未実装特徴量. 削除推奨,high
norm_finish_logit_avg,float64,4995,10.99,26627,"0.9162907318741551, -2.3978952727983702, 0.6931471805599457",平均着順logit,A,keep_nan_candidate,過去出走なし,high
harontimel5_avg,float64,4995,10.99,34061,"360.0, 369.0, 388.0",後5ハロン平均,A,keep_nan_candidate,過去出走なし,high
harontimel5_zscore,float64,4995,10.99,39335,"0.18392469153873664, 0.28853334499841876, 0.3208852188738327",後5ハロンzscore,A,keep_nan_candidate,過去出走なし,high
harontime_late_trend,float64,19932,43.87,2088,"-8.5, -7.333333333333314, 2.1666666666666856",後半ハロントレンド,A,keep_nan_candidate,過去出走不足で回帰不可,high
timediff_avg,float64,4995,10.99,639,"4.0, 19.0, 15.0",平均タイム差,A,keep_nan_candidate,過去出走なし,high
jyuni1c_avg,float64,4995,10.99,154,"0.0, 0.0, 0.0",平均1コーナー順位,A,keep_nan_candidate,過去出走なし,high
jyuni4c_avg,float64,4995,10.99,165,"4.0, 2.0, 2.0",平均4コーナー順位,A,keep_nan_candidate,過去出走なし,high
closing_index_avg,float64,4995,10.99,27020,"0.14285714285714285, -0.8333333333333333, -0.2222222222222222",平均クロージング指数,A,keep_nan_candidate,過去出走なし,high
kyakusitukubun_cd,float64,4995,10.99,6,"2.0, 2.0, 2.0",脚質コード,A,missing_flag_candidate,過去出走なし→脚質判定不能. NaN=初出走信号,high
jockey_surprise,float64,1349,2.97,784,"-0.009219315285306666, 0.00407545181816988, 0.02619434300309991",騎手サプライズ指標,F,keep_nan_candidate,騎手出走数不足,high
jockey_cond_wr,float64,913,2.01,1463,"0.036205402554345775, 0.05853230965807979, 0.044924540004134796",騎手条件別勝率,F,keep_nan_candidate,該当条件出走実績なし,high
weight_absolute,float64,0,0.0,123,"460.0, 480.0, 388.0",馬体重(絶対値),N,keep_nan_candidate,欠損なし - 完全データ,high
weight_zscore,float64,9627,21.19,23474,"0.6602252917735247, 1.5320646925708563, 3.3075828740863784",体重zscore,A,keep_nan_candidate,過去出走なし,high
days_since_last_race,float64,4995,10.99,407,"14.0, 41.0, 28.0",前走からの日数,A,keep_nan_candidate,初出走,high
rest_category,float64,4995,10.99,6,"2.0, 3.0, 2.0",休養カテゴリ,A,keep_nan_candidate,初出走,high
is_debut,float64,0,0.0,2,"1.0, 0.0, 0.0",初出走フラグ,N,keep_nan_candidate,欠損なし - 完全データ,high
form_trend,float64,9622,21.18,27907,"0.04833333333333337, 0.008461538461538454, -0.21047619047619048",調子トレンド,A,keep_nan_candidate,過去出走不足,high
form_consistency,float64,9622,21.18,30134,"0.2712931993250107, 0.25301951796286093, 0.35251270449763905",調子一貫性,A,keep_nan_candidate,過去出走不足,high
form_peak_flag,float64,13636,30.01,3,"1.0, 1.0, 0.0",中度欠損 (30.0%),A,keep_nan_candidate,経験不足による自然欠損,medium
class_move,float64,4998,11.0,25,"0.0, 0.0, 0.0",クラス変動,A,keep_nan_candidate,過去出走なし,high
blinker_change,float64,0,0.0,3,"0.0, 0.0, 0.0",ブリンカー変更フラグ,N,keep_nan_candidate,欠損なし - 完全データ,high
is_nar_transfer,float64,37,0.08,3,"0.0, 0.0, 0.0",地方転籍フラグ,A,keep_nan_candidate,中央のみ出走=0,high
nar_recent_ratio,float64,8,0.02,12,"0.0, 0.0, 0.0",地方出走比率,A,keep_nan_candidate,中央のみ出走=0,high
track_condition_delta,float64,4995,10.99,9,"0.0, 1.0, 1.0",馬場状態変化,A,keep_nan_candidate,過去出走なし,high
distance_change,float64,4995,10.99,3,"0.0, 0.0, 0.0",距離変化フラグ,A,keep_nan_candidate,過去出走なし,high
surface_change,float64,4995,10.99,3,"0.0, 1.0, 0.0",芝ダ変更フラグ,A,keep_nan_candidate,過去出走なし,high
class_drop_bounce,float64,4998,11.0,965,"0.0, 0.0, 0.0",クラス降級バウンス,A,keep_nan_candidate,過去出走なし,high
win_dominance,float64,32074,70.59,57,"14.0, 11.5, 12.5",重度欠損 (70.6%),A,keep_nan_candidate,経験不足による自然欠損,medium
freshness_score,float64,13636,30.01,16492,"0.22944444444444448, 0.42678062678062667, 0.21273504273504268",中度欠損 (30.0%),A,keep_nan_candidate,経験不足による自然欠損,medium
class_adj_formetric,float64,4997,11.0,27397,"0.2857142857142857, 0.9166666666666666, 0.3333333333333333",クラス調整フォーム,A,keep_nan_candidate,過去出走なし,high
haron_zscore_trend,float64,13636,30.01,31567,"-0.06522690871874626, -0.06069990839384999, 0.07357427082489047",中度欠損 (30.0%),A,keep_nan_candidate,経験不足による自然欠損,medium
class_promotions,float64,9626,21.19,6,"0.0, 0.0, 0.0",クラス昇級回数,F,zero_fill_candidate,過去出走なし→0が自然,high
class_demotions,float64,9626,21.19,5,"0.0, 0.0, 0.0",クラス降級回数,F,zero_fill_candidate,過去出走なし→0が自然,high
class_net_change,float64,9626,21.19,25,"0.0, 0.0, 0.0",クラス純変動,F,zero_fill_candidate,過去出走なし→0が自然,high
class_max_level,float64,9626,21.19,9,"5.0, 5.0, 5.0",過去最高クラス,F,keep_nan_candidate,過去出走なし. NaN=初出走信号,high
class_level_std,float64,9626,21.19,275,"0.0, 0.0, 0.0",クラスレベル標準偏差,F,zero_fill_candidate,過去出走なし→0が自然,high
v_recovery_flag,float64,9626,21.19,3,"0.0, 0.0, 0.0",V字回復フラグ,F,zero_fill_candidate,過去出走なし→0が自然,high
v_recovery_duration,float64,40852,89.91,4,"1.0, 3.0, 3.0",V字回復期間,F,keep_nan_candidate,90%欠損. 回復経験なし,high
time_improvement_rate,float64,9622,21.18,30381,"0.2533160992166783, 0.1843814997441027, -0.11753839298740268",タイム改善率,A,keep_nan_candidate,過去出走不足,high
position_improvement_rate,float64,9622,21.18,31475,"0.1297167497899186, 0.07099853880421178, -0.2949031214679215",順位改善率,A,keep_nan_candidate,過去出走不足,high
dist_change_avg_pos,float64,39399,86.71,2351,"0.2857142857142857, 0.44886363636363635, 0.2111111111111111",距離変更時平均着順,F,keep_nan_candidate,87%欠損. 距離変更経験なし,high
dist_change_win_rate,float64,39399,86.71,8,"0.0, 0.0, 0.3333333333333333",距離変更時勝率,F,keep_nan_candidate,87%欠損. 距離変更経験なし,high
dist_change_exp_count,float64,39399,86.71,5,"1.0, 2.0, 3.0",距離変更経験回数,F,zero_fill_candidate,87%欠損. 0埋め自然,high
surf_change_avg_pos,float64,43327,95.36,1196,"0.875, 0.0, 0.6378205128205128",芝ダ変更時平均着順,F,keep_nan_candidate,95%欠損. 芝ダ変更経験なし,high
surf_change_win_rate,float64,43327,95.36,8,"0.0, 1.0, 0.0",芝ダ変更時勝率,F,keep_nan_candidate,95%欠損. 芝ダ変更経験なし,high
surf_change_exp_count,float64,43327,95.36,5,"1.0, 3.0, 4.0",芝ダ変更経験回数,F,zero_fill_candidate,95%欠損. 0埋め自然,high
cond_change_avg_pos,float64,35987,79.2,3651,"0.35181938159879333, 0.3827651515151515, 0.30000000000000004",条件変更時平均着順,F,keep_nan_candidate,79%欠損. 条件変更経験なし,high
cond_change_win_rate,float64,35987,79.2,8,"0.0, 0.0, 0.0",条件変更時勝率,F,keep_nan_candidate,79%欠損. 条件変更経験なし,high
cond_change_exp_count,float64,35987,79.2,5,"4.0, 4.0, 2.0",条件変更経験回数,F,zero_fill_candidate,79%欠損. 0埋め自然,high
weighted_recent_form_finish,float64,4995,10.99,33812,"0.9162907318741551, -2.3978952727983702, 0.6931471805599457",加重最近着順,A,keep_nan_candidate,過去出走なし,high
weighted_recent_form_time,float64,4995,10.99,33204,"4.0, 19.0, 15.0",加重最近タイム,A,keep_nan_candidate,過去出走なし,high
closing_speed_ratio_avg,float64,5223,11.5,37242,"0.7725321888412017, 0.7801268498942917, 0.790224032586558",平均上がり比率,A,keep_nan_candidate,過去出走なし,high
closing_speed_ratio_zscore,float64,5223,11.5,39235,"-0.085235430112648, 0.12318359718614091, 0.13417398252542645",上がり比率zscore,A,keep_nan_candidate,過去出走なし,high
closing_speed_ratio_trend,float64,10156,22.35,34982,"-0.019238715008779998, -0.000752247512506683, -0.007838640885851105",上がり比率トレンド,A,keep_nan_candidate,過去出走不足,high
harontime_last3f_avg,float64,4995,10.99,34061,"360.0, 369.0, 388.0",後3ハロン平均,A,keep_nan_candidate,過去出走なし,high
harontime_last3f_zscore,float64,4995,10.99,39335,"0.18392469153873664, 0.28853334499841876, 0.3208852188738327",後3ハロンzscore,A,keep_nan_candidate,過去出走なし,high
harontime_last3f_trend,float64,9622,21.18,11633,"-8.500000000000028, 1.5000000000000244, -9.50000000000002",後3ハロントレンド,A,keep_nan_candidate,過去出走不足,high
pace_ratio_avg,float64,4884,10.75,36414,"1.105726872246696, 1.0701754385964912, 0.969359331476323",ペース比平均,A,keep_nan_candidate,過去出走なし,high
pace_ratio_zscore,float64,13564,29.85,31862,"-0.6380703083726004, 0.2995243607708751, -0.14807519054762625",ペース比zscore,A,keep_nan_candidate,過去出走なし,high
pace_ratio_trend,float64,9460,20.82,35133,"0.07528352566653398, -0.004073319755600867, 0.08489767271824293",ペース比トレンド,A,keep_nan_candidate,過去出走不足,high
pace_early_avg,float64,4884,10.75,14672,"113.5, 114.0, 119.66666666666667",前半ペース平均,A,keep_nan_candidate,過去出走なし,high
pace_mid_avg,float64,4884,10.75,13003,"117.5, 118.5, 120.5",中盤ペース平均,A,keep_nan_candidate,過去出走なし,high
pace_late_avg,float64,4884,10.75,12200,"125.5, 122.0, 116.0",後半ペース平均,A,keep_nan_candidate,過去出走なし,high
haron_race_gap_avg,float64,5223,11.5,34890,"10.5, 14.25, 19.75",ハロンレースギャップ平均,A,keep_nan_candidate,過去出走なし,high
haron_race_gap_zscore,float64,5223,11.5,39207,"-0.09536691422002296, 0.1295653729124262, 0.1339104815249482",ハロンレースギャップzscore,A,keep_nan_candidate,過去出走なし,high
haron_race_gap_trend,float64,10156,22.35,6220,"-8.875, -0.37499999999999667, -3.8750000000000027",ハロンレースギャップトレンド,A,keep_nan_candidate,過去出走不足,high
pace_adj_finish_avg,float64,5252,11.56,38977,"0.3057644110275689, 0.8885793871866294, 0.34156378600823045",ペース調整着順平均,A,keep_nan_candidate,過去出走なし,high
norm_finish_logit_avg_race_rank,float64,4995,10.99,178,"0.8333333333333334, 0.16666666666666666, 0.6666666666666666",norm_finish_logit_avgのレース内相対順位,A,keep_nan_candidate,元特徴量のNaNに連動,high
harontimel5_avg_race_rank,float64,4995,10.99,172,"0.25, 0.6666666666666666, 1.0",harontimel5_avgのレース内相対順位,A,keep_nan_candidate,元特徴量のNaNに連動,high
harontimel5_zscore_race_rank,float64,4995,10.99,117,"0.4166666666666667, 0.8333333333333334, 1.0",harontimel5_zscoreのレース内相対順位,A,keep_nan_candidate,元特徴量のNaNに連動,high
timediff_avg_race_rank,float64,4995,10.99,196,"0.16666666666666666, 1.0, 0.8333333333333334",timediff_avgのレース内相対順位,A,keep_nan_candidate,元特徴量のNaNに連動,high
jyuni1c_avg_race_rank,float64,4995,10.99,196,"0.5833333333333334, 0.5833333333333334, 0.5833333333333334",jyuni1c_avgのレース内相対順位,A,keep_nan_candidate,元特徴量のNaNに連動,high
jyuni4c_avg_race_rank,float64,4995,10.99,196,"0.75, 0.25, 0.25",jyuni4c_avgのレース内相対順位,A,keep_nan_candidate,元特徴量のNaNに連動,high
closing_index_avg_race_rank,float64,4995,10.99,178,"1.0, 0.16666666666666666, 0.5",closing_index_avgのレース内相対順位,A,keep_nan_candidate,元特徴量のNaNに連動,high
form_trend_race_rank,float64,9622,21.18,126,"0.8571428571428571, 0.7142857142857143, 0.14285714285714285",form_trendのレース内相対順位,A,keep_nan_candidate,元特徴量のNaNに連動,high
blood_total_wr_race_rank,float64,4877,10.73,196,"0.6428571428571429, 0.6428571428571429, 0.6428571428571429",blood_total_wrのレース内相対順位,A,keep_nan_candidate,元特徴量のNaNに連動,high
blood_surface_wr_race_rank,float64,14670,32.29,196,"0.8333333333333334, 0.8333333333333334, 0.3333333333333333",血統芝ダ勝率順位,F,keep_nan_candidate,blood_surface_wr NaN連動,high
closing_speed_ratio_avg_race_rank,float64,5223,11.5,121,"0.5833333333333334, 0.8333333333333334, 1.0",closing_speed_ratio_avgのレース内相対順位,A,keep_nan_candidate,元特徴量のNaNに連動,high
harontime_last3f_avg_race_rank,float64,4995,10.99,172,"0.25, 0.6666666666666666, 1.0",harontime_last3f_avgのレース内相対順位,A,keep_nan_candidate,元特徴量のNaNに連動,high
kyakusitu_x_distance,object,0,0.0,24,"nan_sprint, 2.0_sprint, 2.0_sprint",脚質x距離帯交差,N,keep_nan_candidate,欠損なし - 完全データ,high
kyakusitu_x_surface,object,0,0.0,12,"nan_dirt, 2.0_dirt, 2.0_dirt",脚質x芝ダ交差,N,keep_nan_candidate,欠損なし - 完全データ,high
weight_x_distance,float64,0,0.0,1229,"460000.0, 480000.0, 388000.0",体重x距離交差,N,keep_nan_candidate,欠損なし - 完全データ,high
surface_x_distance_bin,object,0,0.0,7,"dirt_sprint, dirt_sprint, dirt_sprint",芝ダx距離帯交差,N,keep_nan_candidate,欠損なし - 完全データ,high
grade_code_x_distance_bin,object,0,0.0,24,"X_sprint, X_sprint, X_sprint",グレードx距離帯交差,N,keep_nan_candidate,欠損なし - 完全データ,high
sire_wr_x_distance,float64,0,0.0,25060,"66.05504587155964, 126.25250501002003, 70.06369426751593",種牡馬勝率x距離交差,N,keep_nan_candidate,欠損なし - 完全データ,high
blood_surface_wr_x_condition,float64,14670,32.29,341,"0.16666666666666666, 0.16666666666666666, 0.15384615384615385",血統芝ダ勝率x馬場交差,F,keep_nan_candidate,blood_surface_wr NaN連動,high
haron_x_distance,float64,4995,10.99,35848,"360000.0, 369000.0, 388000.0",ハロンx距離交差,A,keep_nan_candidate,元特徴量NaNに連動,high
surface_x_past_perf,float64,4995,10.99,29250,"1.8325814637483102, -4.7957905455967405, 1.3862943611198915",芝ダx過去成績交差,A,keep_nan_candidate,元特徴量NaNに連動,high
weight_x_class,float64,0,0.0,667,"460.0, 480.0, 388.0",体重xクラス交差,N,keep_nan_candidate,欠損なし - 完全データ,high
grade_x_form_trend,float64,9622,21.18,29401,"0.24166666666666684, 0.04230769230769227, -1.0523809523809524",グレードx調子交差,A,keep_nan_candidate,元特徴量NaNに連動,high
distance_x_closing_index,float64,4995,10.99,30780,"142.85714285714286, -833.3333333333333, -222.2222222222222",距離xクロージング交差,A,keep_nan_candidate,元特徴量NaNに連動,high
grade_x_blood_prize_log,float64,12285,27.04,8695,"9.798182590890704, 9.305741456739435, 8.881975184248867",グレードx血統賞金交差,F,keep_nan_candidate,元特徴量NaNに連動,high
race_mean_fuku_odds,float64,0,0.0,2462,"4.4714285714285715, 4.4714285714285715, 4.4714285714285715",レース平均複勝オッズ,N,keep_nan_candidate,欠損なし - 完全データ,high
race_std_fuku_odds,float64,0,0.0,3325,"4.285523805290817, 4.285523805290817, 4.285523805290817",レース複勝オッズ標準偏差,N,keep_nan_candidate,欠損なし - 完全データ,high
odds_gap_fav12,float64,0,0.0,51,"-0.09999999999999987, -0.09999999999999987, -0.09999999999999987",1-2番人気オッズギャップ,N,keep_nan_candidate,欠損なし - 完全データ,high
odds_popularity_gap,float64,0,0.0,9,"0.0, 0.0, 0.0",オッズ人気ギャップ,N,keep_nan_candidate,欠損なし - 完全データ,high
surface_track_interaction,int64,0,0.0,6,"4, 4, 4",芝ダx馬場状態交差,N,keep_nan_candidate,欠損なし - 完全データ,high
pace_pressure,float64,0,0.0,88,"0.7142857142857143, 0.7142857142857143, 0.7142857142857143",ペース圧力,N,keep_nan_candidate,欠損なし - 完全データ,high
closer_share,float64,0,0.0,91,"0.14285714285714285, 0.14285714285714285, 0.14285714285714285",差し馬シェア,N,keep_nan_candidate,欠損なし - 完全データ,high
pace_scenario_fit,float64,0,0.0,256,"0.0, -0.35714285714285715, -0.35714285714285715",ペースシナリオ適合度,N,keep_nan_candidate,欠損なし - 完全データ,high
actual_pace_fit,float64,9592,21.11,165,"0.1111111111111111, 0.07692307692307693, 0.16666666666666666",実際のペース適合度,F,keep_nan_candidate,過去ペース経験なし,high
rel_norm_finish_zscore,float64,4995,10.99,40006,"0.559468102434996, -1.585090215138039, 0.4150753742329594",相対特徴量 (rel_norm_finish_zscore),A,keep_nan_candidate,元特徴量のNaNに連動,high
rel_haron_vs_mean,float64,4995,10.99,40187,"-9.0, 0.0, 19.0",相対特徴量 (rel_haron_vs_mean),A,keep_nan_candidate,元特徴量のNaNに連動,high
rel_timediff_rank,float64,4995,10.99,19,"1.0, 6.0, 5.0",相対特徴量 (rel_timediff_rank),A,keep_nan_candidate,元特徴量のNaNに連動,high
rel_blood_quality_rank,float64,4877,10.73,19,"1.0, 1.0, 1.0",相対特徴量 (rel_blood_quality_rank),A,keep_nan_candidate,元特徴量のNaNに連動,high
rel_sire_quality_rank,float64,0,0.0,18,"6.0, 2.0, 5.0",相対種牡馬品質順位,N,keep_nan_candidate,欠損なし - 完全データ,high
rel_bms_quality_rank,float64,0,0.0,18,"5.0, 3.0, 7.0",相対母父品質順位,N,keep_nan_candidate,欠損なし - 完全データ,high
rel_bms_surface_quality_rank,float64,0,0.0,18,"4.0, 1.0, 6.0",相対母父芝ダ品質順位,N,keep_nan_candidate,欠損なし - 完全データ,high
rel_weight_zscore,float64,9627,21.19,35146,"-0.3779971868248865, 0.25409429952236656, 1.5413611119242143",相対特徴量 (rel_weight_zscore),A,keep_nan_candidate,元特徴量のNaNに連動,high
rel_closing_index_rank,float64,4995,10.99,19,"6.0, 1.0, 3.0",相対特徴量 (rel_closing_index_rank),A,keep_nan_candidate,元特徴量のNaNに連動,high
rel_fuku_odds_zscore,float64,0,0.0,42520,"0.2633450378173417, -0.7633672615211553, 2.106760302538734",相対複勝オッズzscore,N,keep_nan_candidate,欠損なし - 完全データ,high
rel_popularity_rank_zscore,float64,0,0.0,407,"0.9258200997725515, -0.9258200997725515, 1.3887301496588274",相対人気順位zscore,N,keep_nan_candidate,欠損なし - 完全データ,high
market_log_error_win,float64,0,0.0,44302,"-0.6979477243663765, 1.0316935973349413, -0.9358120214615901",市場対数誤差(単勝),N,keep_nan_candidate,欠損なし - 完全データ,high
signed_log_error_win,float64,0,0.0,44302,"-0.6979477243663765, 1.0316935973349413, -0.9358120214615901",符号付き対数誤差,N,keep_nan_candidate,欠損なし - 完全データ,high
abs_log_error_win,float64,0,0.0,44302,"0.6979477243663765, 1.0316935973349413, 0.9358120214615901",絶対対数誤差,N,keep_nan_candidate,欠損なし - 完全データ,high
market_pred_error_win,float64,0,0.0,45430,"-0.03698398769194308, 0.13635785511535367, -0.020107658482757994",市場予測誤差,N,keep_nan_candidate,欠損なし - 完全データ,high
market_error_rank_in_race,int64,0,0.0,18,"2, 6, 1",市場誤差レース内順位,N,keep_nan_candidate,欠損なし - 完全データ,high
p_ability_win,float64,0,0.0,45389,"0.06351457057536898, 0.29677887476817755, 0.034237378775554106",能力勝率(Stage1),N,keep_nan_candidate,欠損なし - 完全データ,high
p_ability_place_raw,float64,0,0.0,265,"0.2107843137254902, 0.7235772357723578, 0.07940780619111709",能力複勝率(raw),N,keep_nan_candidate,欠損なし - 完全データ,high
p_ability_place,float64,0,0.0,34031,"0.24936304219790628, 0.8560097171762501, 0.09394139334232683",能力複勝率(調整),N,keep_nan_candidate,欠損なし - 完全データ,high
odds_to_ability_ratio,float64,0,0.0,44751,"0.5767407408799686, 0.713892899722057, 0.3790795219875023",オッズ/能力比,N,keep_nan_candidate,欠損なし - 完全データ,high
rel_p_ability_win_zscore,float64,0,0.0,45389,"-0.6656189118357745, 1.2912767100448004, -0.9112304667295725",相対能力勝率zscore,N,keep_nan_candidate,欠損なし - 完全データ,high
rel_p_ability_win_rank,float64,0,0.0,18,"6.0, 2.0, 7.0",相対能力勝率順位,N,keep_nan_candidate,欠損なし - 完全データ,high
rel_odds_ability_deviation,float64,0,0.0,45287,"-0.42316940749069026, -0.128468990218781, -0.8478863363226435",相対オッズ能力偏差,N,keep_nan_candidate,欠損なし - 完全データ,high
te_blood_keito_cd,float64,0,0.0,2,"0.070958292648905, 0.070958292648905, 0.070958292648905",TE:血統系統コード,N,keep_nan_candidate,欠損なし - 完全データ,high
te_kisyucode,float64,0,0.0,280,"0.07587949695025298, 0.06534938958717874, 0.03918939326692405",TE:騎手コード,N,keep_nan_candidate,欠損なし - 完全データ,high
te_chokyosicode,float64,0,0.0,374,"0.051758855272629, 0.09389787224910673, 0.0626913640870793",TE:調教師コード,N,keep_nan_candidate,欠損なし - 完全データ,high
deviation_rank,float64,0,0.0,18,"5.0, 3.0, 7.0",偏差順位,N,keep_nan_candidate,欠損なし - 完全データ,high
deviation_zscore,float64,0,0.0,45287,"-0.42316940749069026, -0.128468990218781, -0.8478863363226435",偏差zscore,N,keep_nan_candidate,欠損なし - 完全データ,high
p_win_pred,float64,0,0.0,30282,"0.0310871136029664, 0.16400533306624165, 0.012084256933519236",予測勝率(P補正),N,keep_nan_candidate,欠損なし - 完全データ,high
e_return_win_pred,float64,0,0.0,45437,"21.515512512878175, 4.0232022122042626, 40.62703230633701",予測払戻(E補正),N,keep_nan_candidate,欠損なし - 完全データ,high
ev_win,float64,0,0.0,30282,"0.6688551817138889, 0.6598266188054003, 0.49094749683616296",期待値(単勝),N,keep_nan_candidate,欠損なし - 完全データ,high
jockey_wr_overall,float64,0,0.0,179,"0.05115303983228511, 0.06490718525066297, 0.03342984996051593",騎手全体勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
jockey_wr_distance,float64,14,0.03,172,"0.046632124352331605, 0.06074766355140187, 0.03387259858442872",騎手距離別勝率,F,keep_nan_candidate,距離別出走実績不足,high
jockey_wr_venue,float64,1640,3.61,131,"0.0625, 0.08921933085501858, 0.05855855855855856",騎手場別勝率,F,keep_nan_candidate,場別出走実績不足,high
jockey_prize_log,float64,0,0.0,181,"16.9753452990576, 18.396516639427, 17.719312886025854",騎手賞金log,N,keep_nan_candidate,欠損なし - 完全データ,high
trainer_wr_overall,float64,0,0.0,209,"0.05514705882352941, 0.09294660514172709, 0.05661778355299796",調教師全体勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
trainer_wr_distance,float64,2,0.0,200,"0.031746031746031744, 0.09449404761904762, 0.035621198957428324",調教師距離別勝率,N,keep_nan_candidate,欠損なし - 完全データ,high
trainer_wr_venue,float64,41,0.09,176,"0.08333333333333333, 0.13010204081632654, 0.0603448275862069",調教師場別勝率,F,keep_nan_candidate,場別出走実績不足,high
trainer_prize_log,float64,0,0.0,209,"14.701053793379767, 19.111898569503335, 17.868692807347742",調教師賞金log,N,keep_nan_candidate,欠損なし - 完全データ,high
jt_combo_wr,float64,2680,5.9,2753,"0.09090909090909091, 0.13559322033898305, 0.044444444444444446",騎手調教師コンビ勝率,F,keep_nan_candidate,コンビ実績なし,high
jt_combo_place_rate,float64,2680,5.9,3764,"0.09090909090909091, 0.3389830508474576, 0.1259259259259259",コンビ複勝率,F,keep_nan_candidate,コンビ実績なし,high
jt_combo_starts,float64,2680,5.9,501,"11.0, 48.0, 124.0",コンビ出走数,F,zero_fill_candidate,コンビ出走なし→0,high
